blog_title,blog_url,image_url,date
Right to be Forgotten,https://blog.ipleaders.in/right-to-be-forgotten-3/,https://blog.ipleaders.in/wp-content/uploads/2022/04/Right-to-be-forgotten-324x235.png,2022-05-22
What is the procedure for cancellation of the variation in the members’ rights,https://blog.ipleaders.in/what-is-the-procedure-for-cancellation-of-the-variation-in-the-members-rights/,https://blog.ipleaders.in/wp-content/uploads/2020/05/Procedure-Established-by-law-vs-Due-Process-of-Law-324x235.jpg,2022-05-22
Decriminalisation of offences under Companies Act,https://blog.ipleaders.in/decriminalisation-of-offences-under-companies-act/,https://blog.ipleaders.in/wp-content/uploads/2021/06/1585828856Companies_Act-324x235.jpg,2022-05-21
"Real Estate (Regulation and Development) Act, 2016",https://blog.ipleaders.in/real-estate-regulation-and-development-act-2016-2/,https://blog.ipleaders.in/wp-content/uploads/2021/08/GroundRunning_MediumCover_1640x894-324x235.jpg,2022-05-21
10 biggest Indian political scams,https://blog.ipleaders.in/10-biggest-indian-political-scams/,https://blog.ipleaders.in/wp-content/uploads/2014/11/Scams-That-Rocked-Indian-Politics-This-Year.png,2022-05-21
Is there an Indian equivalent for GDPR and what are the laws in India concerning personal data,https://blog.ipleaders.in/is-there-an-indian-equivalent-for-gdpr-and-what-are-the-laws-in-india-concerning-personal-data/,https://blog.ipleaders.in/wp-content/uploads/2019/07/gdpr-4188858_960_720-324x235.jpg,2022-05-21
"Consent, confidentiality and the Data Protection Act",https://blog.ipleaders.in/consent-confidentiality-and-the-data-protection-act/,https://blog.ipleaders.in/wp-content/uploads/2021/09/BV-Acharya-41-324x235.jpg,2022-05-20
All about Section 80 IPC,https://blog.ipleaders.in/all-about-section-80-ipc/,https://blog.ipleaders.in/wp-content/uploads/2021/01/1582390951indian-penal-code-324x235.jpg,2022-05-20
Non-Solicitation Agreement,https://blog.ipleaders.in/non-solicitation-agreement/,https://blog.ipleaders.in/wp-content/uploads/2022/02/agreement-324x235.jpg,2022-05-20
"Section 24 of Income Tax Act, 1961",https://blog.ipleaders.in/section-24-of-income-tax-act-1961/,https://blog.ipleaders.in/wp-content/uploads/2021/06/TAx-324x235.jpg,2022-05-20
Online reputation management : best practices,https://blog.ipleaders.in/online-reputation-management-best-practices/,https://blog.ipleaders.in/wp-content/uploads/2021/10/Procedure-Established-by-Law-vs-Due-Process-of-Law-324x235.png,2022-05-20
Comparison : India’s Data Protection Bill and EU Regulation,https://blog.ipleaders.in/comparison-indias-data-protection-bill-and-eu-regulation/,https://blog.ipleaders.in/wp-content/uploads/2020/11/data-protection_bdaeed668bc04a210e54e24f6e161a24-324x235.jpg,2022-05-19
"Minimum Wages Act, 1948",https://blog.ipleaders.in/minimum-wages-act-1948-2/,https://blog.ipleaders.in/wp-content/uploads/2019/11/Code_Wage_Act_Modi_Government_0-324x235.jpg,2022-05-19
Right to Vote,https://blog.ipleaders.in/right-to-vote/,https://blog.ipleaders.in/wp-content/uploads/2022/05/Right-to-vote-324x235.webp,2022-05-19
SEC and beneficial ownership,https://blog.ipleaders.in/sec-and-beneficial-ownership/,https://blog.ipleaders.in/wp-content/uploads/2021/07/25364-lending-borrowing-money-shake-hands-debt-dollars-business-deal-wide.1200w.tn-1-324x235.jpg,2022-05-19
7 tools marketing specialists should include in their arsenal,https://blog.ipleaders.in/7-tools-marketing-specialists-should-include-in-their-arsenal/,https://blog.ipleaders.in/wp-content/uploads/2021/04/digital-marketing-324x235.jpg,2022-05-18
"Section 44AD of the Income Tax Act, 1961",https://blog.ipleaders.in/section-44ad-of-the-income-tax-act-1961/,https://blog.ipleaders.in/wp-content/uploads/2019/07/income-tax-basics-324x235.jpg,2022-05-18
The Amendment of the Constitution: Article 368 ,https://blog.ipleaders.in/the-amendment-of-the-constitution-article-368/,https://blog.ipleaders.in/wp-content/uploads/2020/01/Screen-Shot-2020-01-13-at-10.19.18-PM-324x235.png,2022-05-18
Resume format for students and working professionals,https://blog.ipleaders.in/resume-format-for-students-and-working-professionals/,https://blog.ipleaders.in/wp-content/uploads/2018/07/How-Does-LawSikho-Help-Our-Students-To-Get-Jobs-And-Internships-324x235.png,2022-05-18
Sample Cover Letter for students and working professionals,https://blog.ipleaders.in/sample-cover-letter-for-students-and-working-professionals/,https://blog.ipleaders.in/wp-content/uploads/2018/07/How-Does-LawSikho-Help-Our-Students-To-Get-Jobs-And-Internships-324x235.png,2022-05-18
All about Section 420 IPC,https://blog.ipleaders.in/all-about-section-420-ipc/,https://blog.ipleaders.in/wp-content/uploads/2021/01/1582390951indian-penal-code-324x235.jpg,2022-05-18
The sixth United Nations GGE and International Law in Cyberspace,https://blog.ipleaders.in/the-sixth-united-nations-gge-and-international-law-in-cyberspace/,https://blog.ipleaders.in/wp-content/uploads/2021/08/Cyber-law-324x235.jpg,2022-05-18
Spear phishing : what you need to know,https://blog.ipleaders.in/spear-phishing-what-you-need-to-know/,https://blog.ipleaders.in/wp-content/uploads/2020/12/phishing-hook-on-computer-324x235.jpg,2022-05-17
Contract farming : all you need to know,https://blog.ipleaders.in/contract-farming-all-you-need-to-know/,https://blog.ipleaders.in/wp-content/uploads/2021/09/contract-324x235.png,2022-05-17
Data handling and Digital evidence processing,https://blog.ipleaders.in/data-handling-and-digital-evidence-processing/,https://blog.ipleaders.in/wp-content/uploads/2021/09/BV-Acharya-41-324x235.jpg,2022-05-17
"Difference between promissory note, bill of exchange and cheque",https://blog.ipleaders.in/difference-between-promissory-note-bill-of-exchange-and-cheque/,https://blog.ipleaders.in/wp-content/uploads/2016/07/negotiable-instruments-act-unitedworld-school-of-business-1-638.jpg,2022-05-16
Understanding government contracts ,https://blog.ipleaders.in/understanding-government-contracts/,https://blog.ipleaders.in/wp-content/uploads/2021/09/58-contract-law-324x235.jpg,2022-05-16
"Indian Evidence Act, 1872 : an exhaustive overview",https://blog.ipleaders.in/indian-evidence-act-1872-an-exhaustive-overview/,https://blog.ipleaders.in/wp-content/uploads/2020/10/evidence_cap-324x235.jpg,2022-05-16
All you need to know about a Bill of Exchange,https://blog.ipleaders.in/all-you-need-to-know-about-a-bill-of-exchange/,https://blog.ipleaders.in/wp-content/uploads/2022/05/Bill-of-Excahge-324x235.jpg,2022-05-16
"Section 41 of Transfer of Property Act, 1882",https://blog.ipleaders.in/section-41-of-transfer-of-property-act-1882/,https://blog.ipleaders.in/wp-content/uploads/2021/09/Property-Law-324x235.jpg,2022-05-15
All about revenue courts in India,https://blog.ipleaders.in/all-about-revenue-courts-in-india/,https://blog.ipleaders.in/wp-content/uploads/2021/11/court-1-324x235.jpg,2022-05-15
Turnkey contracts : what you need to know,https://blog.ipleaders.in/turnkey-contracts-what-you-need-to-know/,https://blog.ipleaders.in/wp-content/uploads/2021/09/contract-324x235.png,2022-05-15
Article 46 and 47 of the Indian Constitution,https://blog.ipleaders.in/article-46-and-47-of-the-indian-constitution/,https://blog.ipleaders.in/wp-content/uploads/2022/02/constitution-324x235.jpg,2022-05-14
"Child Marriage Restraint Act, 1929",https://blog.ipleaders.in/child-marriage-restraint-act-1929/,https://blog.ipleaders.in/wp-content/uploads/2021/08/v2-Child-marriage-India-324x235.jpg,2022-05-14
Comparative study on Competition Law and Intellectual Property Rights in present-day economy,https://blog.ipleaders.in/comparative-study-on-competition-law-and-intellectual-property-rights-in-present-day-economy/,https://blog.ipleaders.in/wp-content/uploads/2021/07/Competition-Law-1-324x235.jpg,2022-05-14
"Secondary evidence under the Indian Evidence Act, 1872",https://blog.ipleaders.in/secondary-evidence-under-the-indian-evidence-act-1872/,https://blog.ipleaders.in/wp-content/uploads/2021/06/Documentary-Evidence-and-Presumptions-as-to-Documents-1-324x235.jpg,2022-05-13
Difference between coercion and undue influence,https://blog.ipleaders.in/difference-between-coercion-and-undue-influence/,https://blog.ipleaders.in/wp-content/uploads/2022/02/contract-324x235.jpg,2022-05-13
POCSO Act : everything you need to know,https://blog.ipleaders.in/pocso-act-everything-you-need-to-know/,https://blog.ipleaders.in/wp-content/uploads/2022/05/POCSO-Act-1-324x235.jpg,2022-05-13
"100, 101, and 102 Amendment of the Indian Constitution",https://blog.ipleaders.in/100-101-and-102-amendment-of-the-indian-constitution/,https://blog.ipleaders.in/wp-content/uploads/2019/05/amendment-324x235.jpg,2022-05-13
All you need to know about the Nirav Modi scam,https://blog.ipleaders.in/all-you-need-to-know-about-the-nirav-modi-scam/,https://blog.ipleaders.in/wp-content/uploads/2021/06/Extradition-324x235.png,2022-05-12
No Objection Certificate (NOC) for immovable property,https://blog.ipleaders.in/no-objection-certificate-noc-for-immovable-property/,https://blog.ipleaders.in/wp-content/uploads/2022/02/property_law-324x235.jpg,2022-05-12
"Income Tax Act, 1961 : a comprehensive overview",https://blog.ipleaders.in/income-tax-act-1961-a-comprehensive-overview/,https://blog.ipleaders.in/wp-content/uploads/2019/07/income-tax-basics-324x235.jpg,2022-05-12
All that you need to know about the Decentralized Autonomous Organization,https://blog.ipleaders.in/all-that-you-need-to-know-about-the-decentralized-autonomous-organization/,https://blog.ipleaders.in/wp-content/uploads/2022/05/Decentralized-Autonomous-Organization-324x235.webp,2022-05-12
All you need to know about MP Judicial Services Examination,https://blog.ipleaders.in/all-you-need-to-know-about-mp-judicial-services-examination/,https://blog.ipleaders.in/wp-content/uploads/2019/09/justice-law-judiciary-judges-lawyers_de4c0d12-9c4f-11e6-a83e-3795272c0142-324x235.jpg,2022-05-11
The doctrine of passive resistance,https://blog.ipleaders.in/the-doctrine-of-passive-resistance/,https://blog.ipleaders.in/wp-content/uploads/2019/06/doctrine-324x235.jpg,2022-05-11
"RTE Act : (Right to Education Act, 2009)",https://blog.ipleaders.in/rte-act-right-to-education-act-2009/,https://blog.ipleaders.in/wp-content/uploads/2021/07/Legal-education-1-324x235.jpg,2022-05-11
All about the contract of carriage,https://blog.ipleaders.in/all-about-the-contract-of-carriage/,https://blog.ipleaders.in/wp-content/uploads/2022/02/contract-324x235.jpg,2022-05-10
"NDPS Act : Narcotic Drugs and Psychotropic Substances Act, 1985",https://blog.ipleaders.in/ndps-act-narcotic-drugs-and-psychotropic-substances-act-1985/,https://blog.ipleaders.in/wp-content/uploads/2021/07/Narcotic-Drugs-and-Psychotropic-Substances-1-324x235.jpg,2022-05-10
The Doha Agreement,https://blog.ipleaders.in/the-doha-agreement/,https://blog.ipleaders.in/wp-content/uploads/2022/02/agreement-324x235.jpg,2022-05-10
"Open Forum : Can a person be appointed as a director if existing directors are in the process of being disqualified u/s 274(1)(G) of the Companies Act, 1956",https://blog.ipleaders.in/open-forum-can-a-person-be-appointed-as-director-if-existing-directors-are-in-process-of-being-disqualified-u-s-2741g-of-the-companies-act-1956/,https://blog.ipleaders.in/wp-content/uploads/2021/06/1585828856Companies_Act-324x235.jpg,2022-05-09
"Overview of the SARFAESI Act, 2002",https://blog.ipleaders.in/overview-of-the-sarfaesi-axt-2002/,https://blog.ipleaders.in/wp-content/uploads/2020/09/Sarfaesi-Act-324x235.jpg,2022-05-09
List of schedules of the Indian Constitution,https://blog.ipleaders.in/list-of-schedules-of-the-indian-constitution/,https://blog.ipleaders.in/wp-content/uploads/2022/02/constitution-324x235.jpg,2022-05-09
The dominant force in future commercial transactions comprising mergers and acquisitions,https://blog.ipleaders.in/the-dominant-force-in-future-commercial-transactions-comprising-mergers-and-acquisitions/,https://blog.ipleaders.in/wp-content/uploads/2021/08/M-A-in-the-CRO-industry-The-Good-The-Bad-and-The-Ugly_wrbm_large-324x235.jpg,2022-05-08
Moratorium under the Insolvency and Bankruptcy Code 2016 and its impact on parallel proceedings,https://blog.ipleaders.in/moratorium-under-the-insolvency-and-bankruptcy-code-2016-and-it-impact-on-parallel-proceedings/,https://blog.ipleaders.in/wp-content/uploads/2021/04/Insolvency-and-Bankruptcy-code-1-324x235.jpg,2022-05-08
Difference between abetment and criminal conspiracy,https://blog.ipleaders.in/difference-between-abetment-and-criminal-conspiracy/,https://blog.ipleaders.in/wp-content/uploads/2020/01/conspiracy-324x235.jpg,2022-05-08
Crimes against humanity : all you need to know,https://blog.ipleaders.in/crimes-against-humanity-all-you-need-to-know/,https://blog.ipleaders.in/wp-content/uploads/2020/08/No-Crime-Sign_0-324x235.jpg,2022-05-07
All about contract costing,https://blog.ipleaders.in/all-about-contract-costing/,https://blog.ipleaders.in/wp-content/uploads/2022/02/contract-324x235.jpg,2022-05-07
What are the foreign investment caps in Japan in different sectors,https://blog.ipleaders.in/what-are-the-foreign-investment-caps-in-japan-in-different-sectors/,https://blog.ipleaders.in/wp-content/uploads/2021/08/invest-1346104_960_720-324x235.jpg,2022-05-07
Construction agreements : all you need to know,https://blog.ipleaders.in/construction-agreements-all-you-need-to-know/,https://blog.ipleaders.in/wp-content/uploads/2021/08/contract-drafting-324x235.jpg,2022-05-06
Labour Law compliances for Indian startups,https://blog.ipleaders.in/labour-law-compliances-for-indian-startups/,https://blog.ipleaders.in/wp-content/uploads/2020/11/labourlaw-1-324x235.jpg,2022-05-06
Voidable contracts : all you need to know,https://blog.ipleaders.in/voidable-contracts-all-you-need-to-know/,https://blog.ipleaders.in/wp-content/uploads/2021/09/contract-324x235.png,2022-05-06
Enforceability of contractual restrictions on IPR patents,https://blog.ipleaders.in/enforceability-of-contractual-restrictions-on-ipr-patents/,https://blog.ipleaders.in/wp-content/uploads/2021/07/Patent-324x235.jpg,2022-05-06
25th Amendment of the Indian Constitution,https://blog.ipleaders.in/25th-amendment-of-the-indian-constitution/,https://blog.ipleaders.in/wp-content/uploads/2022/02/constitution-324x235.jpg,2022-05-05
Forward Contract : what you need to know,https://blog.ipleaders.in/forward-contract-what-you-need-to-know/,https://blog.ipleaders.in/wp-content/uploads/2022/02/contract-324x235.jpg,2022-05-05
Admissibility of Dying Declaration,https://blog.ipleaders.in/admissibility-of-dying-declaration/,https://blog.ipleaders.in/wp-content/uploads/2021/06/1522584567depositphotos_131349890-stock-photo-dying-declaration-legal-concept-324x235.jpg,2022-05-05
Competition Law and Intellectual Property Rights,https://blog.ipleaders.in/competition-law-and-intellectual-property-rights/,https://blog.ipleaders.in/wp-content/uploads/2020/09/CompetitionLaw-324x235.jpg,2022-05-04
Contract of bailment and pledge,https://blog.ipleaders.in/contract-of-bailment-and-pledge/,https://blog.ipleaders.in/wp-content/uploads/2022/02/contract-324x235.jpg,2022-05-04
"Types of agreements under Indian Contract Act, 1872",https://blog.ipleaders.in/types-of-agreements-under-indian-contract-act-1872/,https://blog.ipleaders.in/wp-content/uploads/2022/02/agreement-324x235.jpg,2022-05-04
"Important legal maxims : meaning, interpretation and judicial decisions",https://blog.ipleaders.in/important-legal-maxims-meaning-interpretation-and-judicial-decisions/,https://blog.ipleaders.in/wp-content/uploads/2021/05/legal-324x235.jpg,2022-05-04
CIF contracts : all you need to know,https://blog.ipleaders.in/cif-contracts-all-you-need-to-know/,https://blog.ipleaders.in/wp-content/uploads/2021/09/lj_4674_Contracts-324x235.jpg,2022-05-03
"Crime of passion : causes, examples and case laws",https://blog.ipleaders.in/crime-of-passion-causes-examples-and-case-laws/,https://blog.ipleaders.in/wp-content/uploads/2022/02/criminal-law-1024x673-1-1-324x235.jpg,2022-05-03
"Detailed analysis and lessons for India from the Australian Cartel case involving ANZ, Deutsche Bank and Citigroup",https://blog.ipleaders.in/detailed-analysis-and-lessons-for-india-from-the-australian-cartel-case-involving-anz-deutsche-bank-and-citigroup/,https://blog.ipleaders.in/wp-content/uploads/2020/06/bank-5bfc2ff2c9e77c00519b738d-324x235.jpg,2022-05-03
The doctrine of double jeopardy,https://blog.ipleaders.in/the-doctrine-of-double-jeopardy/,https://blog.ipleaders.in/wp-content/uploads/2022/02/constitution-324x235.jpg,2022-05-02
The Rowlatt Act : everything you need to know,https://blog.ipleaders.in/the-rowlatt-act-everything-you-need-to-know/,https://blog.ipleaders.in/wp-content/uploads/2021/10/drop-proceedings-under-section-66a-of-it-act-mha-to-states-and-uts-324x235.jpg,2022-05-02
A review of India’s new draft e-commerce policy : issues and challenges,https://blog.ipleaders.in/a-review-of-indias-new-draft-e-commerce-policy-issues-and-challenges/,https://blog.ipleaders.in/wp-content/uploads/2021/07/E-Commerce.-324x235.jpeg,2022-05-02
Important anticipatory bail case laws,https://blog.ipleaders.in/important-anticipatory-bail-case-laws/,https://blog.ipleaders.in/wp-content/uploads/2020/07/Bail_may19-324x235.jpg,2022-05-01
Executory contract : what you need to know,https://blog.ipleaders.in/executory-contract-what-you-need-to-know/,https://blog.ipleaders.in/wp-content/uploads/2022/02/contract-324x235.jpg,2022-05-01
All you need to know about the Ambedkar Social Innovation and Incubation Mission (ASIIM) under Venture Capital Fund for SCs,https://blog.ipleaders.in/all-you-need-to-know-about-the-ambedkar-social-innovation-and-incubation-mission-asiim-under-venture-capital-fund-for-scs/,https://blog.ipleaders.in/wp-content/uploads/2020/10/Funding_coins_181025-324x235.jpg,2022-04-30
"Blue-collar crimes : types, causes and penalties",https://blog.ipleaders.in/blue-collar-crimes-types-causes-and-penalties/,https://blog.ipleaders.in/wp-content/uploads/2021/08/No-Crime-Sign_0-324x235.jpg,2022-04-30
Futures contract : all you need to know,https://blog.ipleaders.in/future-contract-all-you-need-to-know/,https://blog.ipleaders.in/wp-content/uploads/2021/09/contract-324x235.png,2022-04-30
Trademark search report: a guide,https://blog.ipleaders.in/trademark-search-report-a-guide/,https://blog.ipleaders.in/wp-content/uploads/2021/08/trademark_issues-324x235.jpg,2022-04-29
"Consumer Protection Act, 2019",https://blog.ipleaders.in/consumer-protection-act-2019-2/,https://blog.ipleaders.in/wp-content/uploads/2020/08/iStock-1070418964-1-324x235.jpg,2022-04-29
Novation of contract : what you need to know,https://blog.ipleaders.in/novation-of-contract-what-you-need-to-know/,https://blog.ipleaders.in/wp-content/uploads/2021/09/contract-324x235.png,2022-04-29
The doctrine of implied powers,https://blog.ipleaders.in/the-doctrine-of-implied-powers/,https://blog.ipleaders.in/wp-content/uploads/2019/06/doctrine-324x235.jpg,2022-04-28
Cyber crime laws in India,https://blog.ipleaders.in/cyber-crime-laws-in-india/,https://blog.ipleaders.in/wp-content/uploads/2021/08/Cyber-law-324x235.jpg,2022-04-28
"Detailed analysis of the Australian Cartel Case involving ANZ, Deutsche Bank and CitiGroup",https://blog.ipleaders.in/detailed-analysis-of-the-australian-cartel-case-involving-anz-deutsche-bank-and-citigroup/,https://blog.ipleaders.in/wp-content/uploads/2021/07/Narcotic-Drugs-and-Psychotropic-Substances-1-324x235.jpg,2022-04-28
Employee Bond Agreement,https://blog.ipleaders.in/employee-bond-agreement/,https://blog.ipleaders.in/wp-content/uploads/2022/02/agreement-324x235.jpg,2022-04-27
What is COMCASA,https://blog.ipleaders.in/what-is-comcasa/,https://blog.ipleaders.in/wp-content/uploads/2020/06/international-relations-and-diplomacy-1-324x235.jpg,2022-04-27
Is Hijab necessary in Islam or not : an analytical study,https://blog.ipleaders.in/is-hijab-necessary-in-islam-or-not-an-analytical-study/,https://blog.ipleaders.in/wp-content/uploads/2022/02/case-law-324x235.jpg,2022-04-27
Management Contract : what you need to know,https://blog.ipleaders.in/management-contract-what-you-need-to-know/,https://blog.ipleaders.in/wp-content/uploads/2022/02/contract-324x235.jpg,2022-04-26
"Cybercrime : types, consequences, laws, protection and prevention",https://blog.ipleaders.in/cyber-crime-types-consequences-laws-protection-and-prevention/,https://blog.ipleaders.in/wp-content/uploads/2021/07/Cybercrime-1-324x235.jpg,2022-04-26
Double Irish and Dutch Sandwich strategy,https://blog.ipleaders.in/double-irish-and-dutch-sandwich-strategy/,https://blog.ipleaders.in/wp-content/uploads/2021/11/gavel-auction-hammer-justice-1170x725-1-324x235.jpg,2022-04-26
All about Cristiano Ronaldo’s contract with Juventus,https://blog.ipleaders.in/all-about-cristiano-ronaldos-contract-with-juventus/,https://blog.ipleaders.in/wp-content/uploads/2020/09/cristiano-ronaldo-portugal-injury_1fax8imnkreqq1fcio0xto9ejg-324x235.jpg,2022-04-25
Is euthanasia legal in India,https://blog.ipleaders.in/is-euthanasia-legal-in-india/,https://blog.ipleaders.in/wp-content/uploads/2016/06/euthanasia_1.jpg,2022-04-25
"Armed Forces (Special Powers) Act, 1958 – need of the hour to review it",https://blog.ipleaders.in/armed-forces-special-powers-act-1958-need-of-the-hour-to-review-it/,https://blog.ipleaders.in/wp-content/uploads/2020/10/AFSPA-324x235.jpg,2022-04-25
Doctrine of double effect,https://blog.ipleaders.in/doctrine-of-double-effect/,https://blog.ipleaders.in/wp-content/uploads/2019/06/doctrine-324x235.jpg,2022-04-24
Difference between cheque and bill of exchange,https://blog.ipleaders.in/difference-between-cheque-and-bill-of-exchange/,https://blog.ipleaders.in/wp-content/uploads/2020/10/1600x960_cheque-ll-size-min-324x235.jpg,2022-04-24
Smart contracts and their enforceability in India,https://blog.ipleaders.in/smart-contracts-and-their-enforceability-in-india/,https://blog.ipleaders.in/wp-content/uploads/2021/06/smart-contract-featured-image-1-324x235.png,2022-04-24
Termination of a contract and its remedies,https://blog.ipleaders.in/termination-of-a-contract-and-its-remedies/,https://blog.ipleaders.in/wp-content/uploads/2021/09/58-contract-law-324x235.jpg,2022-04-23
Contract management : what you need to know,https://blog.ipleaders.in/contract-management-what-you-need-to-know/,https://blog.ipleaders.in/wp-content/uploads/2022/02/contract-324x235.jpg,2022-04-23
Taxation of digital assets in India,https://blog.ipleaders.in/taxation-of-digital-assets-in-india/,https://blog.ipleaders.in/wp-content/uploads/2016/07/Taxation-Structure-it’s-Impact-on-small-businesses.jpg,2022-04-23
Unenforceable contracts : what you need to know,https://blog.ipleaders.in/unenforceable-contracts-what-you-need-to-know/,https://blog.ipleaders.in/wp-content/uploads/2022/02/contract-324x235.jpg,2022-04-22
"Section 27 of Indian Contract Act, 1872",https://blog.ipleaders.in/section-27-of-indian-contract-act-1872/,https://blog.ipleaders.in/wp-content/uploads/2021/09/contract-324x235.png,2022-04-22
Essential clauses of a license agreement : non-transferable and non-exclusive license,https://blog.ipleaders.in/essential-clauses-of-a-license-agreement-non-transferable-and-non-exclusive-license/,https://blog.ipleaders.in/wp-content/uploads/2022/02/agreement-324x235.jpg,2022-04-22
Liberal and strict construction of penal statutes,https://blog.ipleaders.in/liberal-and-strict-construction-of-penal-statutes/,https://blog.ipleaders.in/wp-content/uploads/2021/07/Interpretation-of-statutes-324x235.png,2022-04-21
"Section 325 IPC : meaning, punishment and exception",https://blog.ipleaders.in/section-325-ipc-meaning-punishment-and-exception/,https://blog.ipleaders.in/wp-content/uploads/2021/01/1582390951indian-penal-code-324x235.jpg,2022-04-21
Judicial analysis on personal liability of agents,https://blog.ipleaders.in/judicial-analysis-on-personal-liability-of-agents/,https://blog.ipleaders.in/wp-content/uploads/2021/04/exclusive-agency-listing-1-1024x684-324x235.jpg,2022-04-21
Tips to succeed in a law college,https://blog.ipleaders.in/tips-to-succeed-in-a-law-college/,https://blog.ipleaders.in/wp-content/uploads/2016/09/Business-Accounting-Group-meeting-notes-banner-Georgian-College-201406-324x235.jpg,2022-04-20
Lewis Hamilton’s contract with Mercedes,https://blog.ipleaders.in/lewis-hamiltons-contract-with-mercedes/,https://blog.ipleaders.in/wp-content/uploads/2022/04/Mercedes_F1_W05_Hybrid_Lewis_Hamilton-324x235.jpeg,2022-04-20
Types of contracts in Business Law,https://blog.ipleaders.in/types-of-contracts-in-business-law/,https://blog.ipleaders.in/wp-content/uploads/2021/08/business-meeting-324x235.jpg,2022-04-20
Assignment of contract,https://blog.ipleaders.in/assignment-of-contract/,https://blog.ipleaders.in/wp-content/uploads/2021/09/contract-324x235.png,2022-04-20
All about SME financing,https://blog.ipleaders.in/all-about-sme-financing/,https://blog.ipleaders.in/wp-content/uploads/2021/07/848365-rupee-istock-071519-324x235.jpg,2022-04-19
All about contract staffing,https://blog.ipleaders.in/all-about-contract-staffing/,https://blog.ipleaders.in/wp-content/uploads/2021/09/58-contract-law-324x235.jpg,2022-04-19
All about smart contracts,https://blog.ipleaders.in/all-about-smart-contracts/,https://blog.ipleaders.in/wp-content/uploads/2021/09/smart-contracts-1024x682-1-324x235.jpeg,2022-04-19
All about Neymar’s contract with PSG (Paris St. Germain),https://blog.ipleaders.in/all-about-neymars-contract-with-psg-paris-st-germain/,https://blog.ipleaders.in/wp-content/uploads/2022/04/21233393521_317c572ed3_b-324x235.jpeg,2022-04-18
Neha v. Vibhor Garg,https://blog.ipleaders.in/neha-v-vibhor-garg/,https://blog.ipleaders.in/wp-content/uploads/2022/02/case-law-324x235.jpg,2022-04-18
All you need to know about euthanasia,https://blog.ipleaders.in/all-you-need-to-know-about-euthanasia/,https://blog.ipleaders.in/wp-content/uploads/2016/06/Euthanasia-should-be-illegal-because-it-Is-Unnecessary-As-There-Are-Many-Better-Alternatives..jpg,2022-04-18
All you need to know about remission of a contract,https://blog.ipleaders.in/all-you-need-to-know-about-remission-of-a-contract/,https://blog.ipleaders.in/wp-content/uploads/2022/02/contract-324x235.jpg,2022-04-17
All you need to know about a relationship contract,https://blog.ipleaders.in/all-you-need-to-know-about-a-relationship-contract/,https://blog.ipleaders.in/wp-content/uploads/2022/02/contract-324x235.jpg,2022-04-17
First-principles analysis of the implications of IPR law on NFT,https://blog.ipleaders.in/first-principles-analysis-of-the-implications-of-ipr-law-on-nft/,https://blog.ipleaders.in/wp-content/uploads/2022/02/Non-Fungible-Tokens-Cryptocurrency-Nft-Token-Nfts-6795915-324x235.jpg,2022-04-17
All you need to know about Passive Euthanasia,https://blog.ipleaders.in/all-you-need-to-know-about-passive-euthanasia/,https://blog.ipleaders.in/wp-content/uploads/2016/06/euthanasia_1.jpg,2022-04-16
Are all religions equal in India,https://blog.ipleaders.in/are-all-religions-equal-in-india/,https://blog.ipleaders.in/wp-content/uploads/2021/07/Freedom-of-religion-324x235.jpg,2022-04-16
Anti-dumping measures and the International Trade Law,https://blog.ipleaders.in/anti-dumping-measures-and-the-international-trade-law/,https://blog.ipleaders.in/wp-content/uploads/2021/11/Anti-dumping-Law-Firm-in-Vietnam-16-324x235.jpg,2022-04-16
Inter-creditor Agreement : all you need to know,https://blog.ipleaders.in/inter-creditor-agreement-all-you-need-to-know/,https://blog.ipleaders.in/wp-content/uploads/2021/09/Agreement-324x235.jpeg,2022-04-15
FDI in retail : all you need to know,https://blog.ipleaders.in/fdi-in-retail-all-you-need-to-know/,https://blog.ipleaders.in/wp-content/uploads/2021/07/FDI-1-324x235.jpg,2022-04-15
Everything to know about the no-waiver clause,https://blog.ipleaders.in/everything-to-know-about-the-no-waiver-clause/,https://blog.ipleaders.in/wp-content/uploads/2021/09/lj_4674_Contracts-324x235.jpg,2022-04-15
Top 10 domestic violence cases,https://blog.ipleaders.in/top-10-domestic-violence-cases/,https://blog.ipleaders.in/wp-content/uploads/2016/06/INDp118a-2.jpg,2022-04-14
Section 107 IPC : all you need to know,https://blog.ipleaders.in/section-107-ipc-all-you-need-to-know/,https://blog.ipleaders.in/wp-content/uploads/2022/02/criminal-law-324x235.jpg,2022-04-14
NBFCs : the lending lords,https://blog.ipleaders.in/nbfcs-the-lending-lords/,https://blog.ipleaders.in/wp-content/uploads/2020/12/NBFC-324x235.jpg,2022-04-14
All about a contract of affreightment,https://blog.ipleaders.in/all-about-a-contract-of-affreightment/,https://blog.ipleaders.in/wp-content/uploads/2021/09/58-contract-law-324x235.jpg,2022-04-13
All you need to know about an Option Contract,https://blog.ipleaders.in/all-you-need-to-know-about-an-option-contract/,https://blog.ipleaders.in/wp-content/uploads/2022/02/contract-324x235.jpg,2022-04-13
All you need to know about express contracts,https://blog.ipleaders.in/all-you-need-to-know-about-express-contracts/,https://blog.ipleaders.in/wp-content/uploads/2021/09/contract-324x235.png,2022-04-13
